Caso,Tamaño,Tiempo
100000_random,100000,0.0295560359954834
10000_random,10000,0.0030472278594970703
20000_random,20000,0.005387306213378906
40000_random,40000,0.010768890380859375
60000_random,60000,0.018185138702392578
80000_random,80000,0.02165985107421875
